date,BR13,BR12,G16/BR11,BL15/BR10,R05/BR09,BR08,BR07,BR06,BR05,BR04,BR03,BR02,BR01,BR14,BR15,BR16,BR17,BR18,BR19,BR20,BR21,BR22,BR23,BL23/BR24,G03A,G01,G02,G03,G04,G05,G06,G07,G08,O05/G09,R08/G10,G11,O04,O03,O02,O01,R09,R10/BL12,R11/G14,R12,O11/R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R22A,R23,R24,R25,R26,R27,R28,BL01,BL02,BL03,BL04,BL05,BL06,BL07,BL08,BL09,BL10,G12/BL11,BL13,O07/BL14,BL16,BL17,BL18,BL19,BL20,BL21,BL22,R02,R03,R04,R06,G13,O08/G15,G17,G18,G19,O19,O18,O17,O16,O15,O14,O13,O12,O10,O09,O06/R07,O54,O53,O52,O51,O50,O21,O20
2017/1/19,11193,34254,85945,110658,57927,30429,24846,8656,6606,28899,4916,9280,13466,18484,27242,35225,34007,13255,18533,6716,19013,19534,11143,60791,5719,25865,24447,35801,48260,34102,20525,61945,41917,68549,69528,18800,80552,58713,54161,45439,52527,305873,83266,55831,54932,57193,72416,60077,50759,27624,66913,16736,19999,38790,14451,7737,6150,25443,20636,14642,73354,16366,25278,15165,47328,43087,66617,84913,84521,56793,60997,173190,44623,69325,90298,51335,132937,44500,37946,31769,35247,23863,61836,37962,16665,21020,85706,55756,50521,50317,17587,25253,10570,10060,10363,21431,21901,28734,37929,61103,54779,27685,27719,27024,26935,25442,19501,18965
2017/1/20,12530,35657,87743,120000,56240,30741,26194,9077,6530,27497,4840,7902,12871,19184,28928,36274,31405,12585,18512,6821,19134,17527,10963,63057,6549,24787,24715,35540,47519,33355,21121,63341,42596,71150,70779,17587,81232,58765,55454,45574,55218,352878,91767,52714,55925,57202,72745,57243,52980,26844,65827,16891,19934,37669,15695,7867,5831,24598,20177,14408,68795,16522,25417,15371,46985,42267,65652,89913,85942,57889,60809,171321,46578,74455,96651,54888,144820,43305,37345,32216,34561,22741,95649,40019,15963,23036,88642,47390,52007,51578,18144,25003,11851,10214,10142,21204,21836,29197,38611,63842,55760,26545,27437,26728,26117,25355,19752,19498
2017/1/21,9149,22939,52406,119106,39318,21003,19113,8311,5551,19719,4090,6038,14608,14604,28760,13333,16406,10770,16150,5850,13193,14827,4070,43371,6448,23231,20076,28993,34849,30181,17814,61065,42050,57996,59356,10522,69457,48331,44186,39182,30116,343123,89369,44149,41958,55486,77544,53763,44274,20790,52861,12884,13572,32204,16977,6624,3611,17837,17293,11548,70740,13610,21047,13475,39863,31236,62134,81136,70153,46178,59670,177196,32945,68331,87583,43832,123658,34552,31895,19974,27003,18079,99183,29553,20089,24795,48710,41741,36949,41738,15982,23183,9757,5946,8919,16844,20146,28494,29165,45469,51677,22346,24318,24532,21242,22423,17087,17381
2017/1/22,8699,20666,39912,102633,29055,18871,15951,7540,4867,16245,3529,5638,17930,12728,23794,11648,13273,7780,13847,6648,11192,12905,4390,61269,4489,22842,17843,25472,30257,29326,17044,68484,38212,45739,67359,10771,62172,43648,38558,35461,35599,337419,79149,35229,38069,51779,69566,49400,45213,15841,43444,11190,11974,28571,16308,5518,3014,15394,14922,10996,73518,12978,19902,12121,35052,26825,55032,75944,62292,40654,55722,172365,29529,61635,72896,35815,108843,29875,29053,18197,27787,17929,91652,24190,23328,22414,34506,23700,30853,34456,14293,18806,8371,5023,7413,14792,17325,26354,24953,38703,48178,19191,19781,20942,18539,19827,15295,15501
2017/1/23,11949,33125,81818,110084,47907,29272,24275,8638,7619,27086,4715,7373,11562,17124,25370,34721,30115,10269,17180,6299,16222,16550,10001,56634,4370,23995,23285,34145,43386,30866,19818,57857,40293,68347,66316,16860,75544,54437,52257,43562,53056,328425,81799,51042,49717,52707,66146,54123,49025,25248,63852,15794,18930,36034,13807,7028,5831,23148,18813,13611,66904,17266,24786,14952,43199,41712,62965,82928,82730,54750,59301,157212,42296,68865,87258,50074,129415,40171,35836,30333,30853,22217,86997,36525,16959,22440,82887,43914,48602,48788,16749,22498,10500,9207,9348,19666,20425,27762,35033,59539,49993,25108,24937,24792,24288,23952,18717,18935
2017/1/24,11341,34858,84727,114549,48960,29819,25057,8655,7770,26464,5010,7447,15844,17756,24432,35505,31014,10367,17530,6293,16223,16526,10284,57894,4446,22831,24157,34789,44613,31395,20233,57719,42270,69423,71588,17335,76765,56123,52921,44383,53257,325575,85171,51122,50011,53147,66522,58664,50254,25358,64225,15893,19122,36996,14950,7181,5734,23304,19212,14162,66075,17897,25361,14716,43611,41741,64135,84423,82897,54993,59322,156594,41482,69763,90989,50835,134580,42346,36179,30962,31951,22969,83452,37349,18281,22710,82244,45814,50473,49066,16487,23069,10743,9278,9502,19656,20614,27799,34887,60044,52332,25418,25429,24744,24280,24417,19117,18830
2017/1/25,11914,33651,80954,114951,46981,28773,24112,8559,7769,25614,4658,7184,11954,16283,26363,34955,30435,9954,17463,6383,15633,16339,10110,56796,4366,22381,23432,34835,43562,30658,20142,56059,39850,66440,69493,16044,75550,55201,52327,43905,50589,319753,85181,50610,48998,51355,63032,54409,50239,24716,61729,15812,18813,37254,12971,6936,5923,22174,18709,13493,62115,17721,25035,15162,42527,40449,62728,83756,82772,54545,57531,152898,41784,67668,91392,49613,129690,42273,35150,30630,32735,21547,56666,37029,17762,22509,79139,42870,49284,47130,15093,22055,10566,9142,9009,18608,20290,25996,33776,59587,50822,24589,24871,24690,24096,23926,18200,18031
2017/1/26,11699,28138,67104,107823,36812,22505,20288,7851,5385,21014,3916,5873,10777,13322,21605,28563,26170,8246,15348,5798,13677,14474,8323,50701,4000,19837,20118,29575,36227,27458,17765,46168,33897,51752,59866,13112,67296,47904,45457,40620,39233,298842,75640,42440,41079,43426,57652,45944,45497,20239,51220,14190,16320,32348,10425,6098,4858,19174,16729,12023,57136,15700,21248,13396,38193,34106,54303,80673,73358,48886,52990,141800,31838,56657,81999,41306,120473,37162,32999,26743,33982,18939,49808,31002,16401,19727,66047,34360,40949,41697,11965,18865,8552,7884,8013,15996,18756,23548,28958,50494,44793,21817,22103,21635,20999,21421,15688,15606
2017/1/27,6483,8933,18278,41491,11951,7776,7867,5019,2338,8423,1811,2618,3711,5321,10394,4745,5244,3687,7171,2763,4994,5853,1797,16603,2071,11282,9788,13338,15161,13164,9313,15925,12264,18762,23874,3166,32203,21597,20333,20738,7569,158247,26229,15079,14095,19493,29138,21740,19601,9225,21489,6689,6094,15575,6931,3390,1640,8048,8866,7008,37593,7142,9767,7019,17845,12484,21340,37187,28656,20125,32950,62309,11706,16454,23078,11636,43556,16492,15338,8689,15325,8631,24318,11459,10771,6457,14208,9388,14787,15927,5235,8086,3777,2576,3491,7212,9483,10186,12814,17351,19774,8476,9606,10157,9589,10925,8164,7327
2017/1/28,6758,11998,21695,68953,13739,8794,9639,5827,2963,10229,3502,5242,37122,5435,17720,4840,5698,4965,9339,7371,6304,8145,2470,20769,3073,32271,14388,18581,19376,17232,10859,26664,15874,21670,29082,4673,43323,29695,28039,32394,9781,229100,46555,24219,23325,52127,69132,42390,27629,11175,28558,9848,15084,22730,16571,5782,5854,41725,13074,11004,131255,11194,17598,10689,26715,17919,40753,59383,42706,27984,118281,137167,11175,30212,35963,18699,87192,15997,22066,11101,20581,17427,48268,14643,12837,9563,19087,13786,17173,42737,7754,14360,5924,3783,5897,10873,13483,13856,14214,75224,24500,13311,18291,14173,14636,16002,11716,11018
2017/1/29,8082,12534,24938,69057,16147,9308,10577,5767,3409,11073,3013,6023,39327,6222,17534,5839,6685,5460,10543,7783,7103,8439,3003,24061,3913,34332,15625,19323,20903,19192,11902,29285,18763,23919,39041,4753,47046,31465,30574,34216,11509,271160,47314,23249,27016,50400,72488,45383,30818,12411,32320,10091,12920,25179,19139,5244,3873,29323,13393,10741,137139,12149,18156,10591,27255,19087,40149,63657,42159,29354,76524,132814,12332,32557,38667,23553,84530,18747,22913,12908,22864,17547,50290,16449,13553,9636,21474,13592,18904,38646,8959,14423,5715,3672,5829,11070,14318,14868,16211,39486,29801,14461,17212,16737,15311,17532,13691,11532
2017/1/30,7819,13822,28587,85832,16718,10005,10268,5488,3047,11018,2551,5408,31313,6513,19751,6269,7422,5386,10361,5557,7139,8281,3288,22730,3182,26685,14025,18316,19949,18259,11597,32600,20037,24337,37019,5000,45717,30886,29413,31790,11837,296004,57558,25455,25624,47544,72533,46003,31301,12178,33388,9263,12036,25559,21984,5546,3686,26451,12880,10364,110900,10952,18228,10265,26402,19099,41994,69411,44078,29597,76842,161409,12657,42454,53112,27882,101855,18572,22754,12609,24690,13950,56574,16865,10865,10915,23822,16129,21112,38238,8700,14302,6298,3869,5964,11085,15771,15746,17594,38917,31854,15174,17459,16853,15550,16938,12258,11757
2017/1/31,8338,15620,32194,90161,19487,11689,12085,5885,3591,14013,3549,6443,35494,8068,21537,7134,9352,6423,11773,6946,8556,10265,3950,27191,3717,32366,17005,21937,25403,21625,13454,38052,23543,28380,38595,6339,51982,34816,34002,35872,15923,299804,62304,28419,27684,55808,77757,51149,35129,13787,38525,10750,12318,28789,24498,5907,4909,30424,14920,11692,123655,12440,20027,11377,30537,24137,47212,73767,50751,34194,81362,171346,14821,48164,59177,30445,106640,21517,25615,14113,27133,17831,53531,19819,12801,11753,28303,18752,23662,42277,9775,16159,6952,4032,6198,12055,16964,17355,19333,43828,33918,16841,19193,18532,17114,18680,13777,12935
2017/2/1,9173,16049,35180,88998,21467,13105,12974,6524,3873,15566,3188,6037,25791,9048,19421,8440,10196,6612,12454,6185,9039,10558,4090,28238,3615,25998,16308,22333,25049,21308,13899,40986,25590,32384,37061,6179,53350,36863,34217,33864,21930,290099,63512,31203,28012,50601,67072,48315,34523,15740,40326,10566,11678,27925,18839,5846,4353,23307,14363,10095,94758,11262,18744,11085,30657,25120,45841,69700,52259,35184,69111,163372,16046,53192,62362,30442,97910,23726,25586,14853,26414,16396,46660,20551,11831,12623,32215,19593,25545,37439,10003,15040,6411,3986,6279,12452,15865,17179,20050,40245,34679,16897,19045,18058,16966,18108,12942,12609
2017/2/2,10872,28283,70871,98856,38383,22303,20448,7601,5528,22424,4265,6684,20349,12873,21313,27297,25043,8538,15326,6250,13451,14412,8679,76933,4243,23255,21636,29395,36296,26473,17499,46273,33816,54524,55671,13547,67432,49614,47055,41708,43055,313082,74585,41915,42599,52536,67913,54094,43419,21727,54536,12986,17047,33214,16855,6612,4653,21232,17222,12189,75174,13587,22835,13575,38424,35840,56561,76581,71138,48104,63498,166507,32234,63097,79297,45096,119057,34254,31128,25964,31531,20751,58408,31464,13461,16726,70284,37645,42865,47065,12489,19971,8553,7612,8204,16437,18856,21840,29848,57568,42901,22261,23113,22449,21823,21956,16380,16020
2017/2/3,11283,30078,74933,108869,42004,24864,21768,8165,5811,24354,4676,7905,27473,14062,23417,29818,26250,9436,16920,7501,15465,15433,9406,79482,4463,27403,22882,31719,38489,29077,18795,52656,37371,58323,60786,14341,71744,52912,49687,43105,47790,338328,82244,45509,45771,58208,77440,60714,46915,22612,57948,14630,17744,36084,17670,6969,5240,23487,18265,13464,87020,13832,24426,14359,41779,38338,61241,84127,76737,51091,66947,184561,34295,69215,87901,50145,129726,36775,34616,28192,33227,23486,60915,34497,16712,18169,74212,39939,44381,50193,13702,21814,9248,8249,8926,18173,19668,23662,31546,58180,47589,24143,24762,23686,23155,23213,17793,17315
2017/2/4,9059,21079,46604,106392,31236,18570,16784,7515,5177,17886,3774,7238,26359,12263,22589,12236,13660,8557,15882,7783,11978,14468,4570,77825,4860,31656,20251,27349,30931,28625,17304,84303,37951,50078,50453,10573,65377,47367,43055,39876,26835,347547,79668,36808,37257,62284,79176,57003,41774,18725,49304,12420,14384,32760,18530,6308,3843,20710,17337,11811,94589,13343,23554,13330,38266,31057,59433,82373,68319,44693,69785,260334,25463,65232,77231,40111,110826,31549,31680,19760,30479,21073,51641,26242,18795,26989,42313,28398,33790,42612,13311,19840,8304,4996,8401,16313,18912,21942,25783,46352,44200,22353,23199,22100,21021,22005,16670,16617
2017/2/5,9054,17579,36027,85933,25085,15971,14396,6822,4657,14919,3574,6294,23909,10987,20029,10046,11952,7198,13468,6980,9995,12120,4208,53946,4515,28085,17712,24185,25892,24246,15387,69908,33686,41646,45320,9316,57440,40745,36511,35222,20029,320270,66227,28185,35479,55703,65070,48204,36798,15541,41670,11314,11992,30125,16445,5861,3562,19753,14992,10704,85380,13288,21135,11531,33029,25165,50702,74667,59348,38907,62850,211621,22808,54555,63116,34445,95372,27992,28749,17357,26250,18172,41822,20869,17529,19319,34348,25053,28583,34738,12242,19792,7024,4443,7324,13282,16328,19368,22120,39882,38907,19336,19987,19785,18477,19136,14556,14336
2017/2/6,11967,31670,78568,97410,44300,27595,22747,8199,6552,26320,4592,7539,13976,15881,22284,33933,29724,10531,16831,6471,15315,15861,9698,68074,4458,24132,23426,33508,42443,30815,19065,53925,36651,64972,60022,16277,73779,53451,51250,43793,52583,314755,73529,46609,48703,54776,67233,54802,46865,24243,62367,15287,18927,34825,13006,6984,5650,24097,19163,13458,73381,15503,24870,14427,42281,41461,60908,81727,79914,53645,63032,192314,38296,65732,79968,47952,122244,37860,35404,29631,30874,22934,56625,34775,15833,20670,78557,49263,46174,49306,15362,24877,9356,9078,9221,18727,19206,23673,32664,58676,45953,25261,24922,23942,23964,23598,18369,17741
2017/2/7,11373,32609,82204,101239,46724,29809,23730,8600,7066,27316,4794,7459,20985,16265,22718,34528,30880,10817,17199,7208,16121,16736,10365,56317,4790,25018,23469,34228,43471,30672,19046,55694,39002,66563,64289,18151,75411,56068,52870,44877,53751,314803,78304,48235,48624,57953,72334,58125,48773,25352,63756,15819,20198,36932,16064,7092,5915,24567,19954,13913,77349,15971,25400,14467,43146,42260,62474,84005,81346,54502,63728,195457,41286,67719,82990,49011,123761,39095,36181,30536,30828,24178,58985,36555,17192,21507,78986,43113,47861,49243,15269,27166,9865,9085,9906,19300,20051,23880,33123,58508,48682,25206,25582,24495,24284,24015,18480,18084
2017/2/8,11735,32928,80572,102439,49040,30059,24217,8613,6637,26921,4892,7770,20328,16948,23116,34666,30782,10271,17591,6959,15946,16946,10344,58110,4642,26019,24573,34589,45090,30875,19967,56634,38951,66749,65560,17511,75784,57176,53941,44998,54149,321695,79649,48936,50371,57124,73596,59360,52974,25731,65269,15731,19758,36979,15514,7617,6009,25266,19682,14369,78734,16270,25919,14986,44413,42339,63323,84490,82758,55267,63559,196286,43715,68169,84147,49527,128695,39665,35948,30999,32573,24090,72736,36531,17178,21243,80243,46412,47957,49974,16186,29248,9972,9278,9766,19535,19874,25056,34488,59865,50643,25250,26024,24497,24924,24414,18904,18656
2017/2/9,11234,32930,83459,103043,47554,28704,23546,8311,6612,25807,4731,7226,13425,16561,21588,34463,30599,9955,16956,6331,15550,16101,10906,55925,4666,23795,23288,33216,43296,30264,19491,54704,39085,66785,64168,17162,75602,56618,52076,43591,52455,313395,81429,47887,49287,53284,66809,54951,48528,24577,62536,15413,19346,35545,15256,7152,5812,22806,18452,13223,65302,15300,23136,13915,43079,40766,61099,81143,79978,53961,59451,182106,42085,68093,85183,49375,129679,38840,35105,30091,31294,22640,80284,37189,16280,20107,82085,47062,47772,49335,15337,22748,9889,9281,9534,19364,19559,24843,35050,59803,50934,25299,25108,24183,24272,23926,18209,17825
2017/2/10,12661,34670,86573,114267,50735,30050,25042,8699,6267,27312,4884,7654,15376,17106,25638,36018,32830,10685,18298,6699,16841,17052,10747,70824,4263,26544,24696,35538,44505,32444,20496,61861,42351,70575,64839,17884,78080,57608,54313,46037,53350,363926,89135,51522,52354,59198,73896,58039,51339,24968,64038,16131,20165,37261,16704,7427,5954,22796,19863,13835,70627,16643,25258,15045,44302,41677,65928,91644,84807,57049,65416,214756,44778,74394,93063,52024,142065,41258,37626,31756,35978,23614,87946,39768,16454,23596,85004,48394,49575,51708,15855,29748,10723,9962,9934,20386,21388,26859,38937,63493,54253,26428,26653,26042,25957,25414,19710,19802
2017/2/11,8601,22640,52764,111779,35642,22086,18422,7800,5202,18568,4085,6373,30179,13905,24333,12308,14324,8817,19543,6946,12389,14906,4093,42122,4604,23131,20436,28571,32662,29470,19191,91761,41370,57553,55208,13259,70745,49413,44885,40743,31242,373580,86988,40500,40057,60978,74281,52548,42323,19028,52711,12548,13816,32055,17768,6308,3991,18892,16682,10695,72882,13373,22284,13570,39785,32018,63810,86422,72741,47506,77186,307407,30047,67097,82238,42142,122322,33032,31135,20968,27486,18230,83910,28600,17109,34994,45018,39430,35458,41948,14363,27001,8887,5764,8715,16393,20242,22387,29470,45840,49835,22244,22887,23750,21767,22663,17173,17433
2017/2/12,9266,18433,41699,93249,26568,17698,15106,6814,4673,15213,3347,5418,17479,12580,26543,10376,12175,7639,13984,6921,10384,12503,4003,32305,4223,24374,17614,24467,29659,29066,16655,76553,35347,44821,48323,9738,60834,42115,38769,34863,23269,365133,72957,29737,38984,65339,70237,47621,44251,15583,46314,11470,12417,29960,18298,5447,3436,17208,14819,10085,79388,12856,20433,12052,34384,26345,53044,79850,61911,42216,62446,228024,28227,57904,65716,37871,104766,28259,27360,17435,25197,16847,82423,22983,15778,20070,34530,33440,29955,34883,13446,25286,8310,4794,7664,14672,17012,20577,25149,39685,44050,19257,20197,20514,18812,20325,15544,15279
2017/2/13,11238,31643,79912,95586,52291,27638,22836,7797,6222,26971,4617,9167,12002,16544,20442,33399,31539,11536,16408,6218,15775,16827,9747,53982,4613,24720,22567,33123,42857,30334,18249,51294,36245,62857,54455,17761,72199,53527,50340,42287,51661,296996,74291,46950,50198,54748,70345,54293,46530,26324,62711,15314,18679,36560,13997,6841,6084,23333,19431,13326,75216,15129,22399,13948,42365,40546,57366,75688,77384,52366,60083,145891,39978,59882,76606,43827,122038,39313,33661,29514,31423,22629,72521,35227,13522,17748,78738,55660,45867,47191,15472,22128,9701,9098,9202,19675,18794,25710,35041,57894,49247,24592,25375,24013,24469,23391,19611,17896
2017/2/14,10804,33157,81655,102350,53370,29339,23837,8098,6218,27001,4779,9451,17408,17029,24016,34760,32799,11948,16929,6840,15651,17404,10407,55435,4742,26246,22644,33370,44394,31515,19019,55397,37822,64328,59205,17269,74210,55478,51018,42809,53452,295940,80015,48090,51359,58022,74536,57586,49408,26795,64610,15808,19070,37585,15649,6975,6233,23834,19988,13711,81221,15510,22916,14161,43078,41671,59724,79969,79257,53529,61560,149621,41992,63246,81600,47047,127416,42110,35136,30333,33094,24118,57690,36817,14273,17678,80421,49427,47203,48717,15410,22561,10019,9465,9314,19538,19341,25504,36572,58617,52327,24823,25879,24556,24381,24101,19672,18140
2017/2/15,11274,33133,81283,95648,53197,28708,23871,8216,6519,27661,4833,9297,15113,17134,22042,35113,32279,11623,16620,6938,15652,17320,9951,55523,4695,25367,22701,33537,43432,30861,19127,53823,37251,65056,60124,17611,73150,55977,51667,42933,52164,289850,76113,48055,50786,55579,72462,56450,48350,26202,64469,15420,19002,37679,13932,7058,6304,24170,19387,13836,79022,15512,23055,14459,42891,40635,58556,76659,79094,53282,60726,141734,42402,61755,79199,48829,120155,41020,33969,29803,31529,23331,57869,35795,14378,17382,81030,48915,47171,48229,16125,22812,9660,9509,9213,20054,18720,25285,35405,60327,52169,24788,25750,24608,24552,24136,19695,17886
2017/2/16,10915,34704,82433,98993,54179,29281,23560,7952,6413,27336,4548,9176,15194,17347,22311,34328,31889,11661,16652,6975,15747,17709,10002,55499,4898,25387,22488,33239,43426,30558,19005,55884,37658,65285,61506,18142,73706,54648,51535,42718,51568,298062,76955,47239,51274,55405,74041,56579,47889,26245,63842,15499,19000,37830,13964,7231,6054,23488,19563,13609,79097,15084,22747,14003,42742,40910,58217,76826,79118,53616,60152,139797,41544,63045,79458,47643,120701,40975,34264,29867,31995,23615,56164,36163,14422,19846,81296,51043,46969,48045,15821,22823,9889,9180,11141,19508,18793,25461,35566,58750,52567,24712,26015,24264,24301,23508,19575,18050
2017/2/17,11471,35268,84368,107023,55326,30683,25169,7961,6521,28597,4769,9310,15527,18334,24921,35701,32704,12031,17412,7430,16476,18830,10551,63095,4917,26346,23366,34003,45497,32793,19933,59272,39445,67787,62399,18482,76347,56613,53002,43833,53213,326909,84012,49577,52948,57618,78392,59788,50655,26773,64809,15805,19608,38854,14423,7281,6179,23603,19991,14082,82371,15804,24120,14792,44418,42041,61100,81819,82383,54883,62678,152446,43908,65960,86736,50717,132524,42456,36020,31211,37236,24579,78972,37584,16683,20922,84327,58345,48788,50513,17531,23458,10083,9677,10998,20404,19945,27252,36725,61998,55312,25694,26351,25381,25239,24490,20292,18771
2017/2/18,11118,30442,74270,115113,49544,26584,23051,8030,6327,26155,4428,9305,20178,17145,26448,26219,26899,12059,17142,7565,15473,19328,8586,48387,8285,27699,22040,33014,41978,34265,19401,61937,41004,61163,60396,15265,74736,55259,49491,43077,36291,343286,89402,44612,48923,60525,80510,61537,48431,23714,60135,13754,15424,39277,17463,7480,4498,18563,19628,13133,87098,15367,23563,14488,43376,36435,61729,85607,78888,52804,66170,170536,41133,69182,88137,51693,135920,41195,34693,27960,33974,23409,86557,35587,20652,21246,73741,54345,44819,48935,18519,24289,10656,8654,12000,19904,20791,26955,35368,57879,57910,24950,26467,26145,24457,24497,19916,18902
2017/2/19,9982,20210,41274,93462,29014,20335,16622,7312,5651,21057,3617,6672,25938,14790,23625,11803,12521,8271,14530,9193,11470,17937,4455,34039,7672,29416,18415,25801,30705,32038,16370,67878,36398,48457,48175,9296,60626,44519,39193,35555,24951,360083,75113,31719,40178,62139,79726,53672,40360,16533,49386,11795,12161,32779,18470,5938,3757,17967,16229,11685,103347,12541,20271,12040,33900,26864,54176,76248,61675,41158,60158,163549,26928,61311,67241,39528,107637,29240,28072,17988,25817,20463,84797,24071,23253,17344,37545,35342,29769,36175,17342,18808,8285,4969,10669,16127,16994,19906,25102,42455,48542,19389,20050,20417,18715,20053,15921,15291
2017/2/20,11306,32547,78536,89796,51807,31143,24041,8062,6422,30623,4593,9274,11430,21273,20633,37025,31181,11429,16376,6677,17237,19255,9899,56775,4608,24325,22388,33664,43323,33332,18518,56394,36566,65830,57147,21112,73349,54273,51306,43978,52189,292308,71015,46113,51491,53865,71353,57397,46249,26531,64929,15153,18381,36420,12010,6924,6146,26553,19377,13692,75263,15342,23185,14455,43621,43453,56692,75197,82380,52748,58778,131466,44537,62807,72858,43010,119273,40472,34653,29818,31454,22538,72496,34567,15784,19813,77769,47631,46218,46611,26746,22486,9905,9186,11704,20147,18855,25332,35424,58560,50596,25116,25908,24606,24940,23917,19750,17822
2017/2/21,10953,33466,79999,92012,52415,32048,24177,8152,6434,31114,4697,9392,13752,21734,20821,37627,32494,11604,16780,6773,17132,19984,10210,61922,4656,24580,23074,33460,44180,34043,18720,57888,36849,66910,58802,20545,74244,55660,51832,44285,53807,284784,74103,47732,51951,55977,72999,59446,48278,27159,65537,15421,19263,37817,13689,7394,6201,27365,20104,14337,76388,15220,23197,14289,44157,44322,57460,75674,83549,53346,58900,130885,47011,63903,75625,43253,117719,40864,34650,30428,32610,22621,61012,35723,15633,20466,78072,48761,46587,46827,26787,22860,9950,9291,11967,20518,18967,25318,35509,58489,50836,25449,26288,24857,25027,24122,19842,17875
2017/2/22,10621,33950,80715,93895,52467,32895,24112,8388,6217,31230,4629,9230,11827,21270,20539,38112,32696,11550,17025,6494,17613,19087,10344,63224,4572,23549,23201,34205,44408,34152,19179,57246,37502,68704,57388,20818,74107,55293,52355,44228,52646,284818,73958,46433,51927,53477,68019,57732,48235,26705,65067,15633,18694,36272,12385,7454,6032,27246,19249,13916,69872,14968,23211,14129,43663,43915,57927,77900,83768,52962,55877,128177,49468,65046,76735,44132,118664,41903,34930,30257,32847,21741,51814,35499,14837,20073,81469,49623,47978,45510,27070,22486,9891,9322,12162,20558,19466,24965,35980,58921,50775,25435,25956,24527,25227,24067,19710,17986
2017/2/23,11406,33343,83148,94924,52314,32732,24731,8595,6458,31935,4503,9261,11374,21926,21459,38720,32321,11545,16864,6319,17342,18820,10459,64271,4812,23273,23140,34220,44889,34934,19410,60041,38670,68649,59037,20644,74851,54897,52586,44289,51753,287054,74087,46122,51820,53486,69755,57538,48646,26374,64709,15569,18945,36921,13244,7306,6132,26840,19415,13892,70027,15040,22947,13916,43902,43399,57249,76468,83560,53664,57000,129179,47159,67148,77669,44510,121086,41500,35231,30766,33275,21782,52678,36280,15127,20747,81985,49523,47377,46373,27146,22771,9932,9574,12106,20538,19008,25615,35998,58834,50459,25531,26354,24928,25280,24066,19781,17972
2017/2/24,13557,35621,87714,109091,56310,36093,26936,9321,6571,34021,4649,9575,10802,22512,23902,39449,33980,12884,18357,6461,18863,18678,11286,64339,5389,24490,24621,37190,48013,36818,21416,67183,41364,73502,63032,22099,80666,58640,55593,46168,52203,373888,82189,48181,54416,56873,70941,60723,49738,27105,67000,16716,19102,37742,13755,7475,6162,26127,19267,14393,72956,16205,25574,14841,46387,44917,60653,91222,88547,54963,57526,149004,51847,73461,86514,52308,137126,44980,37092,32568,39931,21018,57890,39798,15653,21762,87664,52039,52309,47893,29092,23919,10465,9893,12222,22467,21350,29001,39098,63130,54292,27296,27146,27881,27291,26442,21127,19902
2017/2/25,9568,21635,47505,107600,30575,20727,17183,7327,4741,18601,3096,5238,9707,15446,22993,11968,13126,7432,14754,4563,11180,13398,4376,35859,4140,18947,18219,25647,30900,27474,16702,63702,34280,50489,44063,8655,62920,43792,40038,35520,25677,380692,80030,37004,35455,48193,62688,48740,36697,17666,45673,11517,11305,27439,16814,5955,3422,14283,14756,9695,60977,11013,19456,11222,32641,28595,53881,83503,63424,40076,52737,166700,29245,66820,75682,45267,110680,31994,27210,18763,28217,11931,58161,26457,14381,18860,42806,31151,33991,33416,16823,22786,8860,4711,10093,15233,19459,20342,27618,40210,46752,19750,19342,22240,19640,21261,13917,14579
2017/2/26,8433,17553,38246,97045,24873,16807,14383,6447,4240,14676,2856,5038,14527,13137,19414,9108,11353,6954,12579,5128,9637,13917,4384,29455,4182,20188,16309,23518,25981,25097,15958,60458,34123,42192,46216,7247,57798,39789,35713,33257,21041,366126,75186,31263,35911,52272,75498,48188,41773,14553,40666,10441,11247,27701,21986,5518,2960,13127,13728,9625,71385,10767,19771,11048,30994,24419,50709,76275,55366,37972,60460,177929,25146,66592,68824,41798,107226,25403,26427,16340,25603,13401,62792,23215,16161,19175,35868,24888,30037,37802,14578,16208,7928,4523,12122,14943,19116,18825,25200,38783,44212,18228,18721,19739,18519,19208,13373,14085
2017/2/27,9258,18800,41251,100284,27066,17817,15648,7077,4222,18686,3652,6521,27580,12132,19973,10719,12323,7518,14364,7132,10784,20151,4418,32263,4024,25223,17782,24802,28930,26139,15954,54625,32850,42898,45034,7992,62582,43122,40064,38510,34848,388588,73988,41529,35502,57071,85088,53928,38041,18968,48603,11337,12472,30994,23281,5819,4616,17281,16327,11086,100039,11687,21275,12240,34876,30475,53679,79708,59889,39672,61619,175100,22106,65282,70897,41281,111361,26058,27525,17219,26787,18289,71916,25329,14923,23563,37875,25487,31724,39896,14659,17882,8344,4298,16653,14374,20086,20385,24560,39737,42142,20049,20508,20669,19228,21163,14712,14839
2017/2/28,9821,17223,37583,87597,24780,17009,14385,6523,4034,17390,2911,5070,15814,11502,18823,10775,11734,7285,12883,5793,9813,16708,4249,28265,3590,20017,16617,23497,25607,25038,14944,53380,29712,39978,37824,7623,56657,39916,35678,33907,24034,354821,67154,30533,31889,42267,61897,44736,34504,17951,44555,10344,10408,28174,17449,5100,4397,15638,14552,9199,75544,10951,18722,10595,30110,27279,45833,72146,55350,36251,52467,148114,21184,56028,61242,35834,95846,25172,24843,17497,25844,13922,48757,21446,11108,18888,34918,25450,28069,30242,14454,14845,6668,4158,14078,15084,17099,18609,22464,35347,38525,17776,18647,18106,17508,18355,12924,13180
